지점,지점명,일시,기온(°C),기온 QC플래그,강수량(mm),강수량 QC플래그,풍속(m/s),풍속 QC플래그,풍향(16방위),풍향 QC플래그,습도(%),습도 QC플래그,증기압(hPa),이슬점온도(°C),적설(cm),3시간신적설(cm),전운량(10분위),중하층운량(10분위),운형(운형약어),최저운고(100m )
108,서울,2024-04-09 09:00,12.9,,,,5.4,,70,,34,,5,-2.6,,,0,0,,
108,서울,2024-04-09 10:00,14.6,,,,4.5,,70,,31,,5.2,-2.3,,,0,0,,
108,서울,2024-04-09 11:00,16.3,,,,4.4,,90,,27,,5,-2.7,,,0,0,,
108,서울,2024-04-09 12:00,17.6,,,,4.2,,50,,24,,4.8,-3.2,,,0,0,,
108,서울,2024-04-09 13:00,18.9,,,,4,,70,,22,,4.8,-3.3,,,0,0,,
108,서울,2024-04-09 14:00,20,,,,3.4,,70,,23,,5.4,-1.7,,,0,0,,
108,서울,2024-04-09 15:00,20.2,,,,3.3,,90,,22,,5.2,-2.2,,,1,0,Ci,
108,서울,2024-04-09 16:00,20.7,,,,1.9,,50,,22,,5.4,-1.8,,,1,0,Ci,
108,서울,2024-04-09 17:00,20.5,,,,2.2,,360,,19,,4.6,-3.9,,,0,0,,
108,서울,2024-04-09 18:00,19.7,,,,2.4,,340,,22,,5,-2.6,,,0,0,,
108,서울,2024-04-09 19:00,17.9,,,,1.9,,340,,23,,4.7,-3.5,,,0,0,,
108,서울,2024-04-09 20:00,16.4,,,,1.4,,290,,28,,5.2,-2.1,,,0,0,,
108,서울,2024-04-09 21:00,15,,,,2.3,,20,,30,,5.1,-2.4,,,0,0,,
108,서울,2024-04-09 22:00,13.9,,,,2.1,,50,,31,,4.9,-2.9,,,3,1,,
108,서울,2024-04-09 23:00,13.4,,,,4,,50,,32,,4.9,-2.9,,,0,0,,
108,서울,2024-04-10 00:00,13.2,,,,3.2,,50,,32,,4.9,-3.1,,,2,0,Ci,
108,서울,2024-04-10 01:00,12.2,,,,2.8,,50,,35,,5,-2.8,,,4,1,,
108,서울,2024-04-10 02:00,11.8,,,,2.4,,70,,40,,5.6,-1.3,,,4,1,,
108,서울,2024-04-10 03:00,11.7,,,,2.5,,110,,47,,6.4,.7,,,1,0,Ci,
108,서울,2024-04-10 04:00,10.8,,,,1.6,,90,,49,,6.3,.4,,,0,0,,
108,서울,2024-04-10 05:00,10.4,,,,1.9,,110,,56,,7,1.9,,,0,0,,
108,서울,2024-04-10 06:00,10.4,,,,2.1,,110,,61,,7.6,3.1,,,0,0,,
108,서울,2024-04-10 07:00,10.8,,,,2.5,,200,,69,,8.9,5.3,,,0,0,,
108,서울,2024-04-10 08:00,11.8,,,,3.3,,180,,72,,9.9,6.9,,,8,8,Sc,12
108,서울,2024-04-10 09:00,12.7,,,,3.1,,180,,71,,10.4,7.5,,,8,8,Sc,10
108,서울,2024-04-10 10:00,13.9,,,,2.6,,230,,66,,10.4,7.6,,,7,7,Sc,10
108,서울,2024-04-10 11:00,15.3,,,,2.8,,180,,62,,10.7,8,,,7,7,Sc,10
108,서울,2024-04-10 12:00,16.5,,,,2.9,,230,,56,,10.4,7.6,,,8,8,Sc,10
108,서울,2024-04-10 13:00,17.2,,,,1.6,,200,,54,,10.5,7.7,,,8,7,ScCi,10
108,서울,2024-04-10 14:00,18.1,,,,3.1,,180,,50,,10.4,7.5,,,7,4,ScCi,10
108,서울,2024-04-10 15:00,18,,,,3.3,,180,,50,,10.3,7.4,,,10,1,ScCs,10
108,서울,2024-04-10 16:00,18.1,,,,2.7,,270,,50,,10.4,7.5,,,7,1,ScCi,10
108,서울,2024-04-10 17:00,17.1,,,,3.8,,270,,55,,10.6,7.9,,,6,6,Sc,10
108,서울,2024-04-10 18:00,15.2,,,,4,,290,,64,,11,8.4,,,5,2,ScCi,10
108,서울,2024-04-10 19:00,14.1,,,,2.7,,270,,69,,11,8.4,,,5,1,,
108,서울,2024-04-10 20:00,13.4,,,,2,,270,,73,,11.2,8.6,,,7,1,,
108,서울,2024-04-10 21:00,13.2,,,,1.9,,270,,75,,11.3,8.8,,,8,8,Sc,12
108,서울,2024-04-10 22:00,13.1,,,,1.5,,290,,75,,11.2,8.7,,,9,1,,
108,서울,2024-04-10 23:00,12.8,,,,1.3,,290,,75,,11,8.4,,,10,1,,
108,서울,2024-04-11 00:00,12.5,,,,1.9,,320,,77,,11.1,8.5,,,8,0,,
108,서울,2024-04-11 01:00,12.3,,,,1.3,,360,,77,,10.9,8.3,,,9,1,,
108,서울,2024-04-11 02:00,12.1,,,,1,,20,,77,,10.8,8.1,,,10,1,,
108,서울,2024-04-11 03:00,12,,,,1.3,,50,,78,,10.9,8.2,,,9,0,Ci,
108,서울,2024-04-11 04:00,11.8,,,,1.8,,360,,80,,11,8.4,,,10,10,As,30
108,서울,2024-04-11 05:00,11.7,,,,2.2,,50,,79,,10.8,8.1,,,10,10,As,30
108,서울,2024-04-11 06:00,11.8,,,,1.4,,50,,80,,11,8.4,,,10,10,As,30
108,서울,2024-04-11 07:00,11.9,,,,1.3,,50,,79,,10.9,8.3,,,10,6,ScAs,10
108,서울,2024-04-11 08:00,12.5,,0,,1.9,,70,,80,,11.6,9.1,,,10,7,ScAs,10
108,서울,2024-04-11 09:00,13.2,,0,,1.3,,20,,77,,11.6,9.2,,,10,7,ScAs,10
108,서울,2024-04-11 10:00,15.3,,,9,1.9,,50,,69,,11.9,9.6,,,9,6,AsCi,28
108,서울,2024-04-11 11:00,16.6,,,9,1.4,,90,,61,,11.5,9,,,9,7,AsCi,28
108,서울,2024-04-11 12:00,17.6,,,9,1.8,,70,,55,,11,8.4,,,9,5,AcCi,30
108,서울,2024-04-11 13:00,19,,,9,1.2,,160,,47,,10.3,7.4,,,9,9,Ac,30
108,서울,2024-04-11 14:00,19.6,,,9,1.2,,360,,48,,10.9,8.2,,,8,3,ScAc,15
108,서울,2024-04-11 15:00,19.9,,,9,2.1,,230,,46,,10.6,7.9,,,4,4,Ac,30
108,서울,2024-04-11 16:00,21,,,9,2.1,,230,,43,,10.6,7.9,,,4,0,Ci,
108,서울,2024-04-11 17:00,20.9,,,9,1.9,,270,,42,,10.3,7.4,,,0,0,,
108,서울,2024-04-11 18:00,20.1,,,9,2.3,,250,,44,,10.3,7.4,,,0,0,,
108,서울,2024-04-11 19:00,18.7,,,9,2.5,,320,,46,,9.9,6.8,,,0,0,,
108,서울,2024-04-11 20:00,17.2,,,9,2.4,,250,,50,,9.7,6.6,,,0,0,,
108,서울,2024-04-11 21:00,15.9,,,9,3.3,,250,,52,,9.3,6,,,0,0,,
108,서울,2024-04-11 22:00,15.2,,,9,2.6,,270,,52,,8.9,5.3,,,0,0,,
108,서울,2024-04-11 23:00,14.3,,,9,.7,,270,,54,,8.8,5.1,,,0,0,,
108,서울,2024-04-12 00:00,13.4,,,9,1.1,,270,,56,,8.5,4.7,,,0,0,,
108,서울,2024-04-12 01:00,13.1,,,,1.2,,290,,62,,9.3,5.9,,,0,0,,
108,서울,2024-04-12 02:00,12.4,,,,1.2,,360,,66,,9.5,6.2,,,0,0,,
108,서울,2024-04-12 03:00,12.1,,,,1,,340,,66,,9.3,5.9,,,2,0,Ci,
108,서울,2024-04-12 04:00,12.2,,,,1.3,,20,,67,,9.5,6.2,,,8,8,Sc,10
108,서울,2024-04-12 05:00,12.5,,,,1.4,,50,,68,,9.8,6.7,,,8,8,Sc,10
108,서울,2024-04-12 06:00,12.3,,,,2.2,,20,,71,,10.1,7.1,,,8,8,Sc,10
108,서울,2024-04-12 07:00,12.3,,,,2,,20,,73,,10.4,7.5,,,3,3,Sc,10
108,서울,2024-04-12 08:00,13.7,,,,1.8,,50,,70,,10.9,8.3,,,7,7,Sc,10
108,서울,2024-04-12 09:00,16,,,,2.3,,50,,64,,11.6,9.1,,,4,4,Sc,10
108,서울,2024-04-12 10:00,17.6,,,,1.6,,200,,61,,12.2,9.9,,,4,4,Sc,10
108,서울,2024-04-12 11:00,19.2,,,,1.9,,290,,58,,12.9,10.7,,,1,1,Sc,10
108,서울,2024-04-12 12:00,20.5,,,,2.5,,270,,50,,12,9.7,,,1,0,Ci,
108,서울,2024-04-12 13:00,22.2,,,,3.5,,200,,45,,11.9,9.6,,,2,0,Ci,
108,서울,2024-04-12 14:00,23.2,,,,3.1,,250,,39,,11,8.4,,,0,0,,
108,서울,2024-04-12 15:00,24,,,,2.6,,250,,38,,11.2,8.7,,,0,0,,
108,서울,2024-04-12 16:00,24,,,,2.4,,250,,31,,9.2,5.8,,,0,0,,
108,서울,2024-04-12 17:00,22.9,,,,3.7,,270,,41,,11.4,8.9,,,0,0,,
108,서울,2024-04-12 18:00,21.7,,,,3.1,,270,,47,,12.1,9.8,,,0,0,,
108,서울,2024-04-12 19:00,19.6,,,,2.5,,270,,54,,12.3,10,,,0,0,,
108,서울,2024-04-12 20:00,17.9,,,,2.7,,270,,62,,12.7,10.5,,,0,0,,
108,서울,2024-04-12 21:00,16.7,,,,2.2,,250,,68,,12.9,10.7,,,0,0,,
108,서울,2024-04-12 22:00,16,,,,2.5,,250,,69,,12.5,10.3,,,0,0,,
108,서울,2024-04-12 23:00,15.3,,,,2.4,,270,,72,,12.4,10.2,,,0,0,,
108,서울,2024-04-13 00:00,14.6,,,,1.5,,270,,73,,12.1,9.8,,,0,0,,
108,서울,2024-04-13 01:00,14.4,,,,2.4,,290,,67,,10.9,8.3,,,0,0,,
108,서울,2024-04-13 02:00,13.6,,,,1.3,,360,,67,,10.4,7.5,,,0,0,,
108,서울,2024-04-13 03:00,12.7,,,,.3,,0,,69,,10.1,7.1,,,0,0,,
108,서울,2024-04-13 04:00,12.3,,,,1.5,,270,,74,,10.5,7.7,,,0,0,,
108,서울,2024-04-13 05:00,11.8,,,,1.1,,250,,78,,10.7,8,,,0,0,,
108,서울,2024-04-13 06:00,11.3,,,,.7,,290,,77,,10.3,7.4,,,0,0,,
108,서울,2024-04-13 07:00,11.4,,,,1.5,,20,,79,,10.6,7.8,,,0,0,,
108,서울,2024-04-13 08:00,13.6,,,,.5,,20,,72,,11.2,8.6,,,0,0,,
108,서울,2024-04-13 09:00,16.1,,,,.8,,270,,64,,11.6,9.2,,,0,0,,
108,서울,2024-04-13 10:00,19.3,,,,1.6,,90,,53,,11.8,9.4,,,0,0,,
108,서울,2024-04-13 11:00,21.8,,,,1.3,,160,,47,,12.2,9.9,,,0,0,,
108,서울,2024-04-13 12:00,23.7,,,,2.4,,180,,42,,12.3,10,,,0,0,,
108,서울,2024-04-13 13:00,25.4,,,,1.6,,160,,35,,11.3,8.8,,,0,0,,
108,서울,2024-04-13 14:00,26.6,,,,2.8,,230,,31,,10.7,8,,,0,0,,
108,서울,2024-04-13 15:00,26.7,,,,4,,270,,27,,9.4,6.1,,,0,0,,
108,서울,2024-04-13 16:00,27,,,,3.6,,250,,24,,8.5,4.6,,,0,0,,
108,서울,2024-04-13 17:00,26.2,,,,3.3,,290,,28,,9.5,6.2,,,0,0,,
108,서울,2024-04-13 18:00,25,,,,3.9,,270,,33,,10.4,7.5,,,0,0,,
108,서울,2024-04-13 19:00,23.2,,,,2.8,,270,,39,,11,8.4,,,0,0,,
108,서울,2024-04-13 20:00,21.1,,,,1.9,,270,,47,,11.7,9.3,,,0,0,,
108,서울,2024-04-13 21:00,19.8,,,,1.6,,270,,48,,11,8.4,,,0,0,,
108,서울,2024-04-13 22:00,18.9,,,,1.4,,180,,52,,11.3,8.8,,,0,0,,
108,서울,2024-04-13 23:00,18.2,,,,1.7,,200,,55,,11.5,9,,,0,0,,
108,서울,2024-04-14 00:00,17.3,,,,1.4,,250,,59,,11.6,9.2,,,0,0,,
108,서울,2024-04-14 01:00,16.7,,,,.2,,0,,60,,11.3,8.8,,,0,0,,
108,서울,2024-04-14 02:00,15.8,,,,.5,,320,,66,,11.8,9.4,,,0,0,,
108,서울,2024-04-14 03:00,15.2,,,,.9,,250,,66,,11.3,8.8,,,0,0,,
108,서울,2024-04-14 04:00,14.6,,,,.8,,250,,69,,11.4,8.9,,,0,0,,
108,서울,2024-04-14 05:00,14.3,,,,.4,,0,,71,,11.6,9.1,,,0,0,,
108,서울,2024-04-14 06:00,13.7,,,,.1,,0,,72,,11.2,8.7,,,0,0,,
108,서울,2024-04-14 07:00,13.8,,,,.9,,360,,72,,11.3,8.8,,,0,0,,
108,서울,2024-04-14 08:00,15.9,,,,2,,50,,67,,12,9.7,,,0,0,,
108,서울,2024-04-14 09:00,18.7,,,,2.6,,50,,57,,12.2,9.9,,,0,0,,
108,서울,2024-04-14 10:00,21.5,,,,2.2,,70,,51,,13,10.9,,,0,0,,
108,서울,2024-04-14 11:00,23.7,,,,2.1,,110,,39,,11.4,8.9,,,0,0,,
108,서울,2024-04-14 12:00,25.8,,,,2.3,,90,,30,,9.9,6.8,,,2,0,Ci,
108,서울,2024-04-14 13:00,27.2,,,,2.4,,70,,29,,10.4,7.6,,,7,0,Ci,
108,서울,2024-04-14 14:00,28.9,,,,2.2,,90,,29,,11.5,9,,,7,0,Ci,
108,서울,2024-04-14 15:00,28.7,,,,4,,270,,28,,10.9,8.3,,,4,0,Ci,
108,서울,2024-04-14 16:00,27.8,,,,3,,290,,29,,10.8,8.1,,,8,0,Ci,
108,서울,2024-04-14 17:00,27.4,,,,3.3,,250,,28,,10.2,7.2,,,4,0,Ci,
108,서울,2024-04-14 18:00,25.5,,,,4.6,,290,,31,,10.1,7.1,,,8,0,Ci,
108,서울,2024-04-14 19:00,22.6,,,,2.5,,270,,37,,10.1,7.1,,,5,1,,
108,서울,2024-04-14 20:00,21.3,,,,1.7,,230,,40,,10.1,7.1,,,6,1,,
108,서울,2024-04-14 21:00,20.7,,,,1.3,,230,,43,,10.4,7.6,,,3,0,Ci,
108,서울,2024-04-14 22:00,19.8,,,,1.8,,20,,46,,10.6,7.8,,,6,1,,
108,서울,2024-04-14 23:00,18.9,,,,2.2,,20,,48,,10.4,7.6,,,6,1,,
108,서울,2024-04-15 00:00,18.2,,,,2.1,,50,,50,,10.4,7.5,,,7,0,,
108,서울,2024-04-15 01:00,18.4,,,,1.6,,50,,51,,10.7,8,,,4,1,,
108,서울,2024-04-15 02:00,18.3,,,,2.3,,50,,50,,10.4,7.6,,,4,1,,
108,서울,2024-04-15 03:00,18.5,,,,2.6,,70,,47,,9.9,6.9,,,4,4,Ac,30
108,서울,2024-04-15 04:00,18.8,,,,2.4,,70,,46,,9.9,6.9,,,7,7,Ac,30
108,서울,2024-04-15 05:00,19.1,,,,2.9,,70,,46,,10.1,7.1,,,7,7,Ac,28
108,서울,2024-04-15 06:00,19.2,,,,2.7,,90,,47,,10.4,7.6,,,6,3,ScAc,19
108,서울,2024-04-15 07:00,19.5,,,,2,,90,,49,,11,8.4,,,8,5,ScAc,16
108,서울,2024-04-15 08:00,20,,0,,2.2,,140,,49,,11.4,8.9,,,10,7,ScAs,14
108,서울,2024-04-15 09:00,18,,1.9,,2.5,,50,,74,,15.2,13.2,,,10,7,StNs,9
108,서울,2024-04-15 10:00,16.3,,7.1,,2.8,,70,,88,,16.3,14.3,,,10,9,StNs,7
108,서울,2024-04-15 11:00,15.9,,4.2,,3.1,,50,,90,,16.2,14.2,,,10,7,StNs,3
108,서울,2024-04-15 12:00,16.8,,.3,,3,,90,,88,,16.7,14.7,,,10,9,ScAs,12
108,서울,2024-04-15 13:00,16.8,,.6,,3.1,,110,,90,,17.2,15.1,,,10,8,ScAs,9
108,서울,2024-04-15 14:00,16.8,,2,,1.6,,140,,92,,17.5,15.4,,,10,8,StNs,8
108,서울,2024-04-15 15:00,16.7,,.3,,2.6,,160,,91,,17.3,15.2,,,10,8,StNs,6
108,서울,2024-04-15 16:00,16.9,,.2,,1.7,,140,,91,,17.5,15.4,,,10,7,ScAs,10
108,서울,2024-04-15 17:00,15.9,,.4,,3.1,,270,,91,,16.4,14.4,,,10,7,StNs,6
108,서울,2024-04-15 18:00,14.8,,.1,,3.6,,230,,92,,15.5,13.5,,,10,7,StNs,6
108,서울,2024-04-15 19:00,13.6,,0,,3.5,,250,,91,,14.1,12.1,,,9,9,Sc,6
108,서울,2024-04-15 20:00,12.1,,,9,4.2,,230,,90,,12.7,10.5,,,8,8,,6
108,서울,2024-04-15 21:00,11.8,,0,,2.9,,270,,91,,12.5,10.3,,,10,10,St,3
108,서울,2024-04-15 22:00,11.9,,0,,1.9,,270,,91,,12.6,10.4,,,10,10,St,3
108,서울,2024-04-15 23:00,12.2,,0,,.3,,0,,89,,12.6,10.4,,,9,9,St,3
108,서울,2024-04-16 00:00,12.4,,,9,2.4,,200,,89,,12.8,10.6,,,9,9,,
108,서울,2024-04-16 01:00,12.1,,,,1.8,,200,,89,,12.5,10.3,,,9,9,,4
108,서울,2024-04-16 02:00,11.7,,0,,3.3,,200,,92,,12.6,10.4,,,10,10,St,2
108,서울,2024-04-16 03:00,11.5,,.4,,1.7,,180,,93,,12.6,10.4,,,10,9,StNs,4
108,서울,2024-04-16 04:00,11.6,,.1,,3.1,,180,,93,,12.7,10.5,,,9,9,St,3
108,서울,2024-04-16 05:00,11.8,,0,,2.5,,200,,92,,12.7,10.5,,,9,9,St,3
108,서울,2024-04-16 06:00,11.9,,,9,1.7,,250,,93,,12.9,10.7,,,10,10,St,3
108,서울,2024-04-16 07:00,11.8,,.3,,2.3,,270,,95,,13.1,11,,,10,7,StNs,3
108,서울,2024-04-16 08:00,12,,.8,,2.1,,270,,96,,13.4,11.3,,,10,9,StNs,6
108,서울,2024-04-16 09:00,12,,.7,,2.5,,250,,94,,13.1,11,,,10,6,ScAs,10
108,서울,2024-04-16 10:00,12.2,,0,,2.7,,200,,92,,13,10.9,,,10,10,St,6
108,서울,2024-04-16 11:00,12.4,,,9,3.2,,200,,90,,12.9,10.7,,,10,10,St,5
108,서울,2024-04-16 12:00,13.2,,,9,2.8,,230,,83,,12.5,10.3,,,10,10,St,5
108,서울,2024-04-16 13:00,15.7,,,9,2.2,,200,,73,,12.9,10.8,,,9,9,Sc,9
108,서울,2024-04-16 14:00,16.5,,,9,3.2,,230,,65,,12.1,9.8,,,9,9,Sc,8
108,서울,2024-04-16 15:00,17,,,9,3.6,,250,,63,,12.1,9.8,,,8,8,Sc,9
108,서울,2024-04-16 16:00,17.6,,,9,2.3,,250,,61,,12.2,9.9,,,1,0,Ci,
108,서울,2024-04-16 17:00,17.1,,,9,3.8,,180,,64,,12.4,10.2,,,0,0,,
108,서울,2024-04-16 18:00,16.2,,,9,2.7,,200,,65,,11.9,9.6,,,0,0,,
108,서울,2024-04-16 19:00,14.9,,,9,2.5,,270,,74,,12.4,10.2,,,0,0,,
108,서울,2024-04-16 20:00,13.8,,,9,1.2,,270,,78,,12.3,10,,,0,0,,
108,서울,2024-04-16 21:00,12.9,,,9,2.3,,250,,82,,12.1,9.8,,,2,2,Sc,10
108,서울,2024-04-16 22:00,12.4,,,9,2,,270,,85,,12.2,9.9,,,0,0,,
108,서울,2024-04-16 23:00,12,,,9,1.5,,270,,86,,12,9.7,,,0,0,,
108,서울,2024-04-17 00:00,11.5,,,9,1.7,,250,,88,,11.9,9.5,,,0,0,,
108,서울,2024-04-17 01:00,11.2,,,,1.7,,270,,90,,11.9,9.6,,,0,0,,
108,서울,2024-04-17 02:00,10.9,,,,2.4,,250,,91,,11.8,9.4,,,0,0,,
108,서울,2024-04-17 03:00,10.6,,,,2.4,,270,,92,,11.7,9.3,,,6,6,Sc,10
108,서울,2024-04-17 04:00,10.4,,,,2.1,,250,,93,,11.7,9.3,,,7,7,Sc,10
108,서울,2024-04-17 05:00,10,,,,2.3,,250,,91,,11.1,8.5,,,7,7,Sc,10
108,서울,2024-04-17 06:00,9.8,,,,1.4,,290,,91,,10.9,8.3,,,10,10,St,6
108,서울,2024-04-17 07:00,9.9,,,,1.6,,200,,89,,10.8,8.1,,,10,10,St,6
108,서울,2024-04-17 08:00,10.7,,,,1.5,,360,,87,,11.2,8.6,,,6,6,Sc,10
108,서울,2024-04-17 09:00,12.8,,,,1.8,,50,,78,,11.5,9,,,1,0,Ci,
108,서울,2024-04-17 10:00,15.1,,,,1.3,,70,,63,,10.7,8,,,7,0,Ci,
108,서울,2024-04-17 11:00,17.4,,,,1.4,,160,,57,,11.2,8.7,,,6,0,Ci,
108,서울,2024-04-17 12:00,18.6,,,,2.8,,200,,53,,11.3,8.8,,,5,0,Ci,
108,서울,2024-04-17 13:00,19.8,,,,2.8,,270,,46,,10.6,7.8,,,6,0,Ci,
108,서울,2024-04-17 14:00,20.7,,,,2.6,,250,,45,,10.9,8.3,,,6,0,Ci,
108,서울,2024-04-17 15:00,21.7,,,,3.1,,270,,36,,9.3,5.9,,,7,0,Ci,
108,서울,2024-04-17 16:00,21.2,,,,2.5,,250,,42,,10.5,7.7,,,7,0,Ci,
108,서울,2024-04-17 17:00,20.7,,,,3.6,,250,,43,,10.4,7.6,,,7,0,Ci,
108,서울,2024-04-17 18:00,19,,,,3.5,,250,,45,,9.8,6.7,,,5,0,Ci,
108,서울,2024-04-17 19:00,17.5,,,,2.6,,250,,49,,9.7,6.6,,,1,0,Ci,
108,서울,2024-04-17 20:00,15.9,,,,2.3,,270,,57,,10.2,7.3,,,3,0,Ci,
108,서울,2024-04-17 21:00,14.5,,,,2.6,,250,,60,,9.9,6.8,,,3,0,Ci,
108,서울,2024-04-17 22:00,13.7,,,,2.2,,250,,60,,9.3,6,,,0,0,,
108,서울,2024-04-17 23:00,13.3,,,,2.1,,250,,64,,9.7,6.6,,,0,0,,
108,서울,2024-04-18 00:00,12.9,,,,.5,,270,,67,,9.9,6.9,,,0,0,,
108,서울,2024-04-18 01:00,12.6,,,,0,,0,,71,,10.3,7.4,,,0,0,,
108,서울,2024-04-18 02:00,12.3,,,,.5,,340,,74,,10.5,7.7,,,0,0,,
108,서울,2024-04-18 03:00,11.9,,,,.9,,290,,76,,10.5,7.7,,,0,0,,
108,서울,2024-04-18 04:00,11.4,,,,1.3,,270,,77,,10.4,7.5,,,0,0,,
108,서울,2024-04-18 05:00,11.1,,,,2.2,,270,,79,,10.4,7.5,,,0,0,,
108,서울,2024-04-18 06:00,10.8,,,,.5,,270,,80,,10.3,7.4,,,0,0,,
108,서울,2024-04-18 07:00,11,,,,.5,,270,,81,,10.6,7.8,,,0,0,,
108,서울,2024-04-18 08:00,13,,,,1.8,,20,,78,,11.6,9.2,,,0,0,,
108,서울,2024-04-18 09:00,15.6,,,,1.5,,70,,68,,12,9.7,,,0,0,,
108,서울,2024-04-18 10:00,17.9,,,,1.9,,180,,62,,12.7,10.5,,,0,0,,
108,서울,2024-04-18 11:00,19.9,,,,2.3,,180,,56,,12.9,10.8,,,0,0,,
108,서울,2024-04-18 12:00,21.9,,,,2.4,,250,,48,,12.5,10.3,,,0,0,,
108,서울,2024-04-18 13:00,22.4,,,,3.2,,290,,38,,10.2,7.3,,,0,0,,
108,서울,2024-04-18 14:00,24.3,,,,2.8,,250,,38,,11.5,9,,,0,0,,
108,서울,2024-04-18 15:00,24.9,,,,3.2,,250,,34,,10.6,7.9,,,0,0,,
108,서울,2024-04-18 16:00,24.7,,,,3.3,,250,,34,,10.5,7.7,,,0,0,,
108,서울,2024-04-18 17:00,23.5,,,,3.7,,270,,32,,9.2,5.8,,,0,0,,
108,서울,2024-04-18 18:00,21.2,,,,4.5,,290,,30,,7.5,2.9,,,0,0,,
108,서울,2024-04-18 19:00,19.2,,,,3.1,,270,,28,,6.2,.2,,,0,0,,
108,서울,2024-04-18 20:00,17.7,,,,3.6,,270,,32,,6.4,.7,,,0,0,,
108,서울,2024-04-18 21:00,17,,,,3.2,,270,,36,,7,1.8,,,0,0,,
108,서울,2024-04-18 22:00,16.1,,,,2.5,,270,,43,,7.8,3.5,,,0,0,,
108,서울,2024-04-18 23:00,15.5,,,,1.3,,250,,48,,8.4,4.5,,,0,0,,
108,서울,2024-04-19 00:00,14.8,,,,.8,,230,,54,,9,5.5,,,0,0,,
108,서울,2024-04-19 01:00,13.9,,,,1.8,,230,,58,,9.2,5.7,,,0,0,,
108,서울,2024-04-19 02:00,13.1,,,,1.7,,250,,60,,9,5.4,,,0,0,,
108,서울,2024-04-19 03:00,12.7,,,,.5,,340,,63,,9.2,5.8,,,0,0,,
108,서울,2024-04-19 04:00,12.1,,,,.5,,270,,65,,9.2,5.7,,,0,0,,
108,서울,2024-04-19 05:00,11.9,,,,1.5,,20,,67,,9.3,5.9,,,0,0,,
108,서울,2024-04-19 06:00,11.7,,,,1.4,,20,,66,,9,5.5,,,0,0,,
108,서울,2024-04-19 07:00,11.8,,,,2.2,,50,,68,,9.3,6,,,0,0,,
108,서울,2024-04-19 08:00,14,,,,2.5,,50,,60,,9.5,6.3,,,0,0,,
108,서울,2024-04-19 09:00,16.1,,,,1.4,,250,,50,,9.1,5.6,,,0,0,,
108,서울,2024-04-19 10:00,18.3,,,,2.4,,200,,45,,9.4,6.1,,,0,0,,
108,서울,2024-04-19 11:00,20.2,,,,2.5,,250,,42,,9.9,6.8,,,1,0,Ci,
108,서울,2024-04-19 12:00,21.8,,,,1.8,,230,,40,,10.4,7.5,,,8,0,Ci,
108,서울,2024-04-19 13:00,23.3,,,,2.8,,230,,38,,10.8,8.1,,,8,0,Ci,
108,서울,2024-04-19 14:00,23.8,,,,3.7,,180,,38,,11.2,8.6,,,8,0,Ci,
108,서울,2024-04-19 15:00,24.1,,,,2.8,,230,,37,,11,8.4,,,1,0,Ci,
108,서울,2024-04-19 16:00,23.4,,,,3,,230,,35,,10,7,,,5,0,Ci,
108,서울,2024-04-19 17:00,22.6,,,,3.5,,250,,35,,9.5,6.3,,,9,0,Ci,
108,서울,2024-04-19 18:00,21.1,,,,3.1,,270,,41,,10.2,7.3,,,9,0,Ci,
108,서울,2024-04-19 19:00,19.5,,,,2.1,,270,,52,,11.7,9.3,,,8,1,,
108,서울,2024-04-19 20:00,18.2,,,,2.4,,270,,57,,11.9,9.5,,,9,1,,
108,서울,2024-04-19 21:00,17.2,,,,3.1,,270,,58,,11.3,8.8,,,7,0,Ci,
108,서울,2024-04-19 22:00,16.4,,,,1.1,,250,,52,,9.7,6.5,,,7,1,,
108,서울,2024-04-19 23:00,16,,,,.8,,200,,54,,9.7,6.6,,,9,1,,
108,서울,2024-04-20 00:00,15.8,,,,.8,,20,,59,,10.5,7.7,,,6,0,Ci,
108,서울,2024-04-20 01:00,15.7,,,,.3,,0,,62,,11,8.4,,,9,1,,
108,서울,2024-04-20 02:00,15.6,,,,1.2,,20,,65,,11.5,9,,,10,1,,
108,서울,2024-04-20 03:00,15.2,,,,2.5,,50,,66,,11.3,8.8,,,10,3,AcCs,40
108,서울,2024-04-20 04:00,15.4,,,,1.9,,50,,68,,11.9,9.5,,,10,6,AcCs,40
108,서울,2024-04-20 05:00,15.5,,,,3.1,,70,,69,,12.1,9.8,,,10,7,AcCs,40
108,서울,2024-04-20 06:00,15.6,,,,1.9,,70,,65,,11.5,9,,,10,5,AcCs,35
108,서울,2024-04-20 07:00,15.6,,,,2.3,,70,,64,,11.3,8.8,,,10,5,ScAs,15
108,서울,2024-04-20 08:00,16.1,,,,2.9,,50,,62,,11.3,8.8,,,10,5,ScAs,15
108,서울,2024-04-20 09:00,16.6,,,,1.4,,90,,60,,11.2,8.7,,,10,6,ScAs,12
108,서울,2024-04-20 10:00,17.2,,0,,.8,,70,,59,,11.6,9.1,,,10,6,ScAs,13
108,서울,2024-04-20 11:00,16.8,,.5,,1,,70,,73,,13.9,11.9,,,10,7,StNs,9
108,서울,2024-04-20 12:00,16.9,,0,,2.9,,70,,70,,13.4,11.3,,,10,6,ScAs,15
108,서울,2024-04-20 13:00,16.4,,0,,2.6,,70,,73,,13.6,11.5,,,10,7,StNs,9
